@id	@type	@lat	@lon	name	tourism	wikipedia
2477507997	node	40.7226058	-74.0054616	Juan Pablo Duarte	artwork	
2477507999	node	40.7226301	-74.0048444	Modernhaus SoHo	hotel	
2494160712	node	40.7292807	-73.9896315	St. Mark's Hotel	hotel	
2511053877	node	40.7476419	-73.9865157	Koreatown	yes	"en:Koreatown, Manhattan"
2517056822	node	40.7410722	-73.9896534	Flatiron District	attraction	
2535060647	node	40.7549383	-73.9742339	Roger Smith Hotel	hotel	
2547223676	node	40.7240871	-74.0021462	The Broken Kilometer (DIA)	gallery	
2547241713	node	40.7222983	-73.9984441	Nino Mier Gallery	gallery	
2547247028	node	40.7195332	-73.9947277	Sohotel	hotel	
2554956143	node	40.7219487	-73.9904340	Powers Lowenfels Gallery	gallery	
2555099371	node	40.7192831	-73.9968082	NobleDen	hotel	
2555126629	node	40.7207190	-73.9892808	Krause Gallery	gallery	
2555126668	node	40.7231911	-73.9902082	The Gatsby Hotel	hotel	
2560788275	node	40.8734158	-73.9299788		picnic_site	
2560788281	node	40.8738604	-73.9298484		picnic_site	
2563930256	node	40.7181761	-74.0020133	Andrew Kreps Gallery	gallery	
2563985401	node	40.7179221	-73.9952665	U.S. Pacific	hotel	
2565702271	node	40.7226366	-74.0098159	Art Projects International	gallery	
2567557185	node	40.7185164	-73.9904291	Magenta Plains	gallery	
2572411292	node	40.7238201	-74.0052592	SoHo 54 Hotel	hotel	
2583212034	node	40.8009770	-73.9618499	Grimandi Art Gallery	gallery	
2592264900	node	40.7405330	-74.0018066		information	
2610440255	node	40.7621727	-73.9829659	The Manhattan at Times Square Hotel	hotel	
2629371810	node	40.7602216	-73.9581709	The Bentley Hotel	hotel	
2629371837	node	40.7573984	-73.9698932	Courtyard	hotel	
2639531695	node	40.7590569	-73.9849891	Francis P. Duffy	artwork	en:Statue of Francis P. Duffy
2639531871	node	40.7597371	-73.9845837	Renaissance New York Times Square Hotel	hotel	
2704048088	node	40.7392696	-73.9867750	Fotografiska	museum	en:Fotografiska New York
2704104151	node	40.7401959	-73.9826682	Carlton Arms Hotel	hotel	
2704105139	node	40.7394627	-73.9822461	The Marcel	hotel	
2706918023	node	40.7427837	-73.9830954	Parksouth Hotel	hotel	
2706939797	node	40.7449926	-73.9877939	The Fifth Avenue Hotel	hotel	
2708083600	node	40.7646529	-73.9774764	The Quin	hotel	en:The Quin
2709335872	node	40.7447966	-73.9832361	Mondrian Park Avenue	hotel	
2709702498	node	40.7521714	-73.9853616	Refinery	hotel	
2709702525	node	40.7522336	-73.9855082	Americana Inn	hotel	
2711024313	node	40.7580573	-73.9627407	Stonehenge 57	apartment	
2711712840	node	40.7495001	-73.9718919	Westgate New York Grand Central Hotel	hotel	
2713432144	node	40.7187633	-73.9831736	Art Clinic	gallery	
2714855400	node	40.7498595	-73.9796281	70 Park Avenue Hotel	hotel	
2717355355	node	40.7627592	-73.9835908	The Msocial	hotel	
2723953331	node	40.7742485	-73.9629901	CafÃ© Carlyle	yes	
2724154223	node	40.7861156	-73.9438404	House ZAZA	guest_house	
2727025835	node	40.7810330	-73.9645720	Alexander Hamilton	artwork	
2727025839	node	40.7699607	-73.9710098	Balto	artwork	en:Statue of Balto
2727025888	node	40.7737621	-73.9764403	7th Regiment Memorial	artwork	
2758752391	node	40.7887880	-73.9752734	Hotel Belnord	hotel	
2759308679	node	40.7935439	-73.9722622	The Hotel Newton	hotel	
2768171711	node	40.8237942	-73.9465643	La casa de los Tenenbaums	attraction	
2768275469	node	40.8321455	-73.9448716	Children's Cultural Center of Native America	museum	
2777135780	node	40.7573258	-73.9982956	Best Western Convention Center	hotel	
2785336067	node	40.7596520	-74.0038925	City Sightseeing New York	sightseeing	
2807977112	node	40.7089149	-74.0103932	Red Cube	artwork	
2808241058	node	40.7057500	-74.0176910	Skyscraper Museum	museum	en:Skyscraper Museum
2824641182	node	40.7098246	-74.0138782	World Center Hotel	hotel	
2824972485	node	40.7056440	-74.0155054	Sonder at Battery Park	hotel	
2825051771	node	40.7050392	-74.0078925	Hyatt Centric	hotel	
2825051790	node	40.7051879	-74.0061997	Eurostars Wall Street	hotel	
2825052305	node	40.7059800	-74.0050486	Fairfield Inn New York Manhattan/Financial District	hotel	
2825125240	node	40.7080083	-74.0014177	"33 Hotel, New York City, Seaport"	hotel	
2825233330	node	40.7137440	-74.0050720	Hall des LumiÃ¨res	museum	
2826494992	node	40.7136360	-73.9936267	Hotel91	hotel	
2826801779	node	40.7184451	-73.9826995	Hashimoto Contemporary	gallery	
2895921312	node	40.7051091	-74.0038404		information	
2898706753	node	40.7066280	-74.0036760	South Street Seaport Museum	museum	
2945458607	node	40.7528315	-73.9810928	Andaz	hotel	
3008612563	node	40.7455870	-73.9936036	Hilton New York Fashion District	hotel	
3053660724	node	40.7794692	-73.9732913	Alexander von Humboldt	artwork	
3053660725	node	40.7886205	-73.9559997	Albert Bertel Thorvaldsen	artwork	
3053660726	node	40.7747533	-73.9741180	Daniel Webster	artwork	en:Statue of Daniel Webster (New York City)
3053660728	node	40.7731728	-73.9717355	Johann Christoph Friedrich Von Schiller	artwork	
3053660730	node	40.7843754	-73.9592113	John Purroy Mitchel	artwork	
3053660731	node	40.7660454	-73.9760662	JosÃ© MartÃ­	artwork	en:Equestrian statue of JosÃ© MartÃ­ (Central Park)
3053660732	node	40.7660429	-73.9766301	JosÃ© de San MartÃ­n	artwork	en:Equestrian statue of JosÃ© de San MartÃ­n (Central Park)
3053662533	node	40.7789243	-73.9666796	King Jagiello Monument	artwork	en:King Jagiello Monument
3053662534	node	40.7728773	-73.9718893	Ludwig van Beethoven	artwork	en:Ludwig van Beethoven (Baerer)
3053662565	node	40.7657085	-73.9757790	SimÃ³n BolÃ­var	artwork	en:Equestrian statue of SimÃ³n BolÃ­var (Central Park)
3070512789	node	40.7104591	-74.0140533	America's Response Monument	artwork	en:America's Response Monument
3089168986	node	40.7219999	-73.9937383	The Bowery House	hostel	
3116191043	node	40.7654216	-73.9793143	Park Hyatt New York	hotel	
3126149298	node	40.7699908	-73.9710028	Sled dogs memorial plaque	information	en:Statue of Balto
3196459664	node	40.7260683	-74.0123763		viewpoint	
3196459665	node	40.7261681	-74.0133567		viewpoint	
3196459741	node	40.7248651	-74.0118605	Pier 32	viewpoint	
3196459795	node	40.7241835	-74.0119121	Twister	artwork	
3196459826	node	40.7234933	-74.0120378		artwork	
3196459838	node	40.7228701	-74.0121533	Offshoot	artwork	
3224793125	node	40.7732296	-73.9815958	American Folk Art Museum	museum	en:American Folk Art Museum
3265337559	node	40.7270859	-73.9994536	Time Landscape	artwork	en:Time Landscape
3278932286	node	40.7681147	-73.9711748	Delacorte Musical Clock	attraction	en:Delacorte Clock
3341913861	node	40.7774949	-73.9639416	Group of Bears	artwork	
3345157568	node	40.6870431	-74.0173179		information	
3345175215	node	40.6882503	-74.0189106		artwork	
3345175216	node	40.6891920	-74.0174300		artwork	
3351167989	node	40.7019951	-73.9974077	Granite Prospect	viewpoint	
3381640179	node	40.7089672	-74.0109293	Joie de Vivre	artwork	en:Joie de Vivre (di Suvero)
3394722237	node	40.7506894	-73.9675854	Non-Violence	artwork	en:Non-Violence (sculpture)
3421054404	node	40.7298846	-73.9910185	Alamo	artwork	en:Alamo (sculpture)
3507260981	node	40.7460969	-73.9891468	The Paul	hotel	
3572646793	node	40.7676311	-73.9725255	Tropical Zone	attraction	
3576702127	node	40.7537603	-73.9741300	Hotel Boutique	hotel	
3576702128	node	40.7531460	-73.9744245	Club Quarters Hotel	hotel	
3579300780	node	40.7351440	-73.9910983		artwork	
3579300781	node	40.7351992	-73.9911276		artwork	
3579300782	node	40.7353050	-73.9911543		artwork	
3597257542	node	40.7534287	-73.9838795	Le Carrousel	attraction	en:Bryant Park#Carousel
3623620317	node	40.7466544	-73.9941473	The Museum at FIT	museum	
3643531404	node	40.8511613	-73.9452407		viewpoint	
3675401488	node	40.7151821	-74.0167760		viewpoint	
3676888125	node	40.7331057	-73.9863256	Union Square Inn	hotel	
3683156293	node	40.7226408	-73.9929154	Sunshine Hotel	hotel	
3738928741	node	40.7075375	-74.0078274		artwork	
3738928746	node	40.7076129	-74.0078188		artwork	
3738928748	node	40.7076333	-74.0079802		artwork	
3738928755	node	40.7077735	-74.0080664	Shadows and Flags	artwork	
3762647251	node	40.7034823	-74.0105202	Coenties Ship	artwork	
3762705762	node	40.7168073	-74.0154568		viewpoint	
3772310632	node	40.7500941	-73.9691197		artwork	
3784197524	node	40.7077270	-74.0068037	Two	artwork	
3799397613	node	40.7386731	-73.9945722	Chelsa Inn Hotel	hotel	
3829129593	node	40.7505535	-73.9694314	Millennium Hilton One UN Plaza	hotel	en:Millennium Hilton New York One UN Plaza
3830610284	node	40.7323594	-74.0052999	Friends Building	attraction	
3846182257	node	40.8067133	-73.9617763	Alexander Hamilton	artwork	en:Statue of Alexander Hamilton (Columbia University)
3876344857	node	40.7435189	-73.9938480	The Townhouse Inn of Chelsea	hotel	
3888093170	node	40.7659280	-73.9732450	Thomas Moore	artwork	
3891884870	node	40.7727282	-73.9722858	Victor Herbert	artwork	en:Bust of Victor Herbert
3892214691	node	40.7744790	-73.9677251	Hans Christian Andersen	artwork	
3892214703	node	40.7731439	-73.9684393	The Pilgrim	artwork	
3902065229	node	40.7174701	-73.9949761	World Hotel	hotel	
3907629319	node	40.8086544	-73.9615238	Curl	artwork	
3953222220	node	40.7501799	-73.9776212	The Renwick Hotel	hotel	
3966939350	node	40.7445115	-73.9855322	The James	hotel	
3973268195	node	40.7629278	-73.9753651	Chambers Hotel	hotel	
4049375105	node	40.7331117	-73.9871616	LinkNYC	information	
4061847835	node	40.7432132	-73.9908672	Wyndham Garden Manhattan Chelsea West	hotel	
4080363530	node	40.6927237	-74.0159547	The Trust for Governors Island	museum	
4097207404	node	40.7112377	-74.0109180	Entrance to Oculus	information	
4097207406	node	40.7116135	-74.0124871	Memorial Entrance	information	
4097207413	node	40.7131316	-74.0135198	Observatory Entrance	information	
4097207416	node	40.7129490	-74.0130438	One World Observatory	viewpoint	
4121316394	node	40.7127003	-74.0029361	5 in 1	artwork	en:5 in 1
4140516089	node	40.7063949	-74.0074419	Mint House	hotel	
4157970366	node	40.7818628	-73.9818912	The Wallace	hotel	
4184001252	node	40.7564416	-73.9884360	CitySights NY	sightseeing	
4213565912	node	40.8047139	-73.9485671	Efuru Guest House	hotel	
4224363289	node	40.7440374	-73.9873576	Museum of Sex	museum	en:Museum of Sex
4230323498	node	40.7628768	-73.9780253	Listen	artwork	
4236846689	node	40.7588447	-73.9788005	Rockefeller Center	attraction	
4236846690	node	40.7429236	-74.0069958	Chelsea Market	attraction	
4243439484	node	40.7584738	-73.9832127	Sanctuary Hotel	hotel	
4252536496	node	40.7435852	-73.9877866	National Museum of Mathematics	museum	
4252963690	node	40.7438908	-73.9838903	Royalton Park Avenue	hotel	
4254512932	node	40.7724831	-73.9674350	Samuel F. B. Morse	artwork	en:Samuel Finley Breese Morse (sculpture)
4257985392	node	40.7600158	-73.9829482	Radio City Apartment	hotel	
4270910090	node	40.7991902	-73.9753221	West side highway access	viewpoint	
4290878204	node	40.7804752	-73.9687205	Romeo and Juliet	artwork	en:Romeo and Juliet (Hebald)
4290878205	node	40.7804476	-73.9686451	The Tempest	artwork	en:The Tempest (Hebald)
4294989329	node	40.7802422	-73.9461230	Courtyard	hotel	
4304722228	node	40.7765196	-73.9719286		viewpoint	
4305819700	node	40.7394145	-74.0081779	High Line	information	
4314829890	node	40.7242410	-73.9921517	Liz Christy Garden	attraction	en:Liz Christy Garden
4316033908	node	40.7360205	-73.9870276	The Inn at Irving Place	hotel	
4319632990	node	40.7343016	-73.9945529	Salmagundi Club	gallery	en:Salmagundi Club
4319650089	node	40.7292800	-73.9924535	Colonnade row	attraction	en:Colonnade Row
4320917144	node	40.7643419	-73.9826989	Residence Inn New York Manhattan / Central Park	hotel	
4324579690	node	40.7273461	-73.9850116	Couv Led Zepp 5e album	attraction	
4332192139	node	40.7191050	-73.9975230	Italian American Museum	museum	
4351547190	node	40.7156257	-73.9984718	Chinatown	attraction	
4388613907	node	40.7629651	-73.9821345	Hope	artwork	
4389122972	node	40.7489761	-74.0045880	Gladstone Gallery	gallery	
4402057801	node	40.7036281	-74.0145339	John Ericsson	artwork	
4402057817	node	40.7030984	-74.0163913	The Immigrants	artwork	
4402339491	node	40.7440882	-73.9960078	Chelsea Savoy Hotel	hotel	
4408728261	node	40.7075343	-74.0089367	Group of Four Trees	artwork	
4408734092	node	40.7075456	-74.0092691	Sunken Garden	artwork	
4416981290	node	40.7064129	-74.0088962		hotel	
4425455889	node	40.7436081	-73.9907173	Cocktail Kingdom	attraction	
4434875689	node	40.7640637	-73.9828113	Ameritania at Times Square	hotel	
4441423089	node	40.7177393	-74.0023028	Cortlandt Alley	attraction	
4441682193	node	40.7795154	-73.9690591		viewpoint	
4441682194	node	40.7125574	-74.0134791		information	
4441702789	node	40.7044128	-74.0185873		viewpoint	
4451140205	node	40.7160265	-74.0025682	LinkNYC	information	
4452654646	node	40.7602738	-73.9848665	LinkNYC	information	
4452654866	node	40.7599091	-73.9879084	LinkNYC	information	
4460449816	node	40.7221806	-73.9982475	49 Crosby	hotel	
4462440249	node	40.7492685	-73.9814652	The Morgan Library & Museum	museum	en:Morgan Library & Museum
4470028591	node	40.7335844	-74.0028172	Greenwich Village	attraction	en:Greenwich Village
4470030189	node	40.7494423	-74.0059445	Gagosian	museum	en:Gagosian Gallery
4491242890	node	40.8648684	-73.9319228	The Met Cloisters	museum	en:The Cloisters
4496779320	node	40.7187802	-74.0004094	JG Sohotel	hotel	
4546351678	node	40.7669673	-73.9845544		artwork	
4555718200	node	40.7511584	-73.9710050		artwork	
4589677957	node	40.8618968	-73.9329314		viewpoint	
4589677958	node	40.8586025	-73.9373797	Inspiration Point	viewpoint	en:Inspiration Point (Hudson River Greenway)
4592135690	node	40.8241190	-73.9511893	Lotus Accomodation	guest_house	
4596542825	node	40.7432235	-73.9990189	Chelsea international hostel	hostel	
4602446190	node	40.7656693	-73.9834058	Jazz on Columbus Circle Hostel	hostel	
4605597194	node	40.7230882	-73.9933858	ICP International Center of Photography Museum	museum	
4619360051	node	40.7821637	-73.9803866	Arthouse Hotel	hotel	
4654873356	node	40.7220039	-74.0043561	Soho Grand Hotel	hotel	
4681809363	node	40.8607367	-73.9179973		viewpoint	
4681823234	node	40.8601007	-73.9184413		viewpoint	
4685779445	node	40.7284564	-74.0135288	The River Project Wetlab	aquarium	
4706140689	node	40.7220357	-73.9920403	Voltz Clarke Gallery	gallery	
4730458721	node	40.7253755	-74.0042453		information	
4757184676	node	40.7068167	-74.0107995	Fearless Girl	artwork	en:Fearless Girl
4764733060	node	40.7209311	-73.9849740	Rachel Uffner	gallery	
4771881065	node	40.7208065	-73.9852723	Morgan Presents	gallery	
4778356621	node	40.7813974	-73.9733215	Hayden Planetarium	museum	en:Rose Center for Earth and Space
4792176919	node	40.7139692	-73.9944350		artwork	
4796479832	node	40.7180866	-74.0155591	The Real World	artwork	
4798493527	node	40.7700521	-73.9657210	Michael Altman Fine Art	gallery	
4799157925	node	40.7077295	-73.9995351		viewpoint	
4803945992	node	40.8142968	-73.9468071	La Maison d'Art Private Gallery	guest_house	
4809889324	node	40.7175806	-74.0032249	Shrine	gallery	
4822806224	node	40.7098195	-74.0099251	Barthman's Sidewalk Clock	attraction	
4822806225	node	40.7184994	-74.0048345	Dream house	attraction	
4822806226	node	40.7331990	-73.9946773	La de forest house	attraction	
4822836222	node	40.7856582	-73.9439308	Garbage museum	museum	
4822836421	node	40.7233245	-73.9883186	Maison sur les toits	attraction	
4862416321	node	40.7545277	-73.9945517	Luggage keeper	information	
4903169926	node	40.7496188	-73.9812237	Jan Karski's Bench	artwork	
4938635555	node	40.8155501	-73.9619788		viewpoint	
4949190038	node	40.7030548	-74.0142214		artwork	
4949190039	node	40.7026893	-74.0139207		artwork	
4968906701	node	40.7080481	-74.0098585		information	
4968906702	node	40.7073974	-74.0086954		information	
4968906705	node	40.7065664	-74.0068844	WalkNYC	information	
4968906707	node	40.7062010	-74.0057738	WalkNYC	information	
4969051308	node	40.7921529	-73.9512309		artwork	
4969057547	node	40.7923808	-73.9510660		artwork	
4971119409	node	40.7978432	-73.9394211		artwork	
4972026327	node	40.7163748	-74.0070508	Marine and Maritime Art	artwork	
4990556756	node	40.6867757	-74.0248374		viewpoint	
4991344669	node	40.6862646	-74.0256196	Cabin	artwork	
4991344748	node	40.6914584	-74.0124171	Governor's Island Kayacking	attraction	
5016404328	node	40.7436928	-73.9903215	Chelsea Flea Market	attraction	
5019124321	node	40.8230347	-73.9474058	Original brown stone houses	attraction	
5037321599	node	40.7127546	-74.0092107	Four Seasons Private Residences New York Downtown;Four Seasons Hotel New York Downtown	hotel	
5040718557	node	40.7616338	-73.9778136	Museum of Modern Art (MoMA) films	yes	
5052100723	node	40.7748877	-73.9691038		attraction	
5056339125	node	40.7079697	-74.0116454		information	
5056373998	node	40.7093141	-74.0105868	Double Check	artwork	en:Double Check
5056374530	node	40.7047594	-74.0064134	WeLive	apartment	
5057301845	node	40.7085564	-74.0095139		information	
5057301939	node	40.7053975	-74.0079835		information	
5058178101	node	40.7180083	-74.0010263	LinkNYC	information	
5058255017	node	40.7153021	-74.0021174		information	
5058255300	node	40.7135942	-74.0065577		information	
5067046492	node	40.7231733	-74.0022944	Dretore Gallery	gallery	
5098756521	node	40.7206143	-73.9953170	Nolitan Hotel	hotel	
5122652629	node	40.7412798	-73.9873848	New York EDITION	hotel	
5124295521	node	40.7491347	-73.9838247	U Hotel Fifth Avenue	hotel	
5136640699	node	40.7354231	-73.9900756	Old Union Square	artwork	
5166579821	node	40.7412100	-74.0067195	Ground Zero Museum Workshop	museum	
5187017438	node	40.8065824	-73.9497363	Apollo Hotel	hotel	
5190610589	node	40.7483271	-73.9856549	NY Skyride	attraction	
5208733071	node	40.7030770	-74.0084183		viewpoint	
5213820829	node	40.7591163	-73.9814519	McGraw-Hill Sun Triangle	artwork	
5213998223	node	40.7405860	-74.0081171	Free Public Stargazing	viewpoint	
5214014521	node	40.7725562	-73.9835751	Free Public Stargazing	attraction	
5215246721	node	40.7174626	-74.0056679	Textile building	attraction	
5228777783	node	40.7528306	-73.9858447	Residence Inn Manhattan/Times Square	hotel	
5243566395	node	40.7258697	-73.9987948	Bust of Sylvette	artwork	
5258640021	node	40.7549459	-73.9911130	The Ride	attraction	
5265708147	node	40.7448844	-73.9999695	Colonial House	hotel	
5265714964	node	40.7179792	-74.0049073	The Print Room	gallery	
5265730260	node	40.7404273	-73.9845484		artwork	
5272797221	node	40.7500360	-73.9958068	SLA 307	artwork	
5281947323	node	40.7453075	-73.9815115	The Marmara	hotel	
5281963249	node	40.7432835	-73.9900361	Heritage Hotel	hotel	
5290920621	node	40.7975494	-73.9503785	Ergie	apartment	
5296021049	node	40.8306967	-73.9416361	St Nicholas Hotel	hotel	
5296084264	node	40.8304543	-73.9411710	Sugar Hill Children's Museum of Art and Story Telling	museum	
5341573917	node	40.7604320	-73.9897411	The French Quarters Guest Apartments	hotel	
5347662822	node	40.8348393	-73.9397021	Sylvan Terrace	viewpoint	en:Sylvan Place
5347726122	node	40.7859179	-73.9849146		viewpoint	
5349369721	node	40.7730729	-73.9725019	Skate Circle	viewpoint	
5356822882	node	40.7753172	-73.9632598	The Mark	hotel	
5415635153	node	40.7233254	-73.9931761	Westwood Gallery	gallery	
5415641574	node	40.7211470	-73.9888546	Orchard Street Hotel	hotel	
5420936939	node	40.8084179	-73.9476160	The Studio Museum In Harlem	museum	
5474022221	node	40.7602133	-73.9881913	Hotel Riu Plaza New York Times Square	hotel	
5486607698	node	40.7497246	-73.9613920		viewpoint	
