id,type,lat,lon,name,tourism,wikipedia,housenumber,street,city,state,postcode
4596542825,node,40.7432235,-73.9990189,Chelsea international hostel,hostel,,251,West 20th Street,,,10011
4602446190,node,40.7656693,-73.9834058,Jazz on Columbus Circle Hostel,hostel,,940,8th Avenue,New York,NY,10019
4605597194,node,40.7230882,-73.9933858,ICP International Center of Photography Museum,museum,,,,,,10012
4619360051,node,40.7821637,-73.9803866,Arthouse Hotel,hotel,,2178,Broadway,New York,NY,10024
4654873356,node,40.7220039,-74.0043561,Soho Grand Hotel,hotel,,310,West Broadway,New York,NY,10013
4681809363,node,40.8607367,-73.9179973,,viewpoint,,,,,,
4681823234,node,40.8601007,-73.9184413,,viewpoint,,,,,,
4685779445,node,40.7284564,-74.0135288,The River Project Wetlab,aquarium,,,,,,
4706140689,node,40.7220357,-73.9920403,Voltz Clarke Gallery,gallery,,,,,,
4730458721,node,40.7253755,-74.0042453,,information,,,,,,
4757184676,node,40.7068167,-74.0107995,Fearless Girl,artwork,en:Fearless Girl,,,,,
4764733060,node,40.7209311,-73.984974,Rachel Uffner,gallery,,170,Suffolk Street,New York,NY,10002
4771881065,node,40.7208065,-73.9852723,Morgan Presents,gallery,,155,Suffolk Street,New York,NY,10002
4778356621,node,40.7813974,-73.9733215,Hayden Planetarium,museum,en:Rose Center for Earth and Space,200,Central Park West,New York,NY,10024
4792176919,node,40.7139692,-73.994435,,artwork,,,,,,
4796479832,node,40.7180866,-74.0155591,The Real World,artwork,,,,,,
4798493527,node,40.7700521,-73.965721,Michael Altman Fine Art,gallery,,38,East 70th Street,New York,NY,10021
4799157925,node,40.7077295,-73.9995351,,viewpoint,,,,,,
4803945992,node,40.8142968,-73.9468071,La Maison d'Art Private Gallery,guest_house,,,,,,10027
4809889324,node,40.7175806,-74.0032249,Shrine,gallery,,368,Broadway,,,10013
4822806224,node,40.7098195,-74.0099251,Barthman's Sidewalk Clock,attraction,,,Maiden Lane,,,
4822806225,node,40.7184994,-74.0048345,Dream house,attraction,,,,,,
4822806226,node,40.733199,-73.9946773,La de forest house,attraction,,,,,,
4822836222,node,40.7856582,-73.9439308,Garbage museum,museum,,,,,,
4822836421,node,40.7233245,-73.9883186,Maison sur les toits,attraction,,,,,,
4862416321,node,40.7545277,-73.9945517,Luggage keeper,information,,357,,,,
4903169926,node,40.7496188,-73.9812237,Jan Karski's Bench,artwork,,,,,,
4938635555,node,40.8155501,-73.9619788,,viewpoint,,,,,,
4949190038,node,40.7030548,-74.0142214,,artwork,,,,,,
4949190039,node,40.7026893,-74.0139207,,artwork,,,,,,
4968906701,node,40.7080481,-74.0098585,,information,,,,,,
4968906702,node,40.7073974,-74.0086954,,information,,,,,,
4968906705,node,40.7065664,-74.0068844,WalkNYC,information,,,,,,
4968906707,node,40.706201,-74.0057738,WalkNYC,information,,,,,,
4969051308,node,40.7921529,-73.9512309,,artwork,,,,,,
4969057547,node,40.7923808,-73.951066,,artwork,,,,,,
4971119409,node,40.7978432,-73.9394211,,artwork,,,,,,
4972026327,node,40.7163748,-74.0070508,Marine and Maritime Art,artwork,,,,,,
4990556756,node,40.6867757,-74.0248374,,viewpoint,,,,,,
4991344669,node,40.6862646,-74.0256196,Cabin,artwork,,,,,,
4991344748,node,40.6914584,-74.0124171,Governor's Island Kayacking,attraction,,,Pier 101,New York,NY,
5016404328,node,40.7436928,-73.9903215,Chelsea Flea Market,attraction,,,,,,
5019124321,node,40.8230347,-73.9474058,Original brown stone houses,attraction,,,Convent Avenue,,,
5037321599,node,40.7127546,-74.0092107,Four Seasons Private Residences New York Downtown;Four Seasons Hotel New York Downtown,hotel,,27,Barclay St,New York,NY,
5040718557,node,40.7616338,-73.9778136,Museum of Modern Art (MoMA) films,yes,,,,,,
5052100723,node,40.7748877,-73.9691038,,attraction,,,,,,
5056339125,node,40.7079697,-74.0116454,,information,,,,,,
5056373998,node,40.7093141,-74.0105868,Double Check,artwork,en:Double Check,,,,,
5056374530,node,40.7047594,-74.0064134,WeLive,apartment,,110,Wall Street,,,
5057301845,node,40.7085564,-74.0095139,,information,,,,,,
5057301939,node,40.7053975,-74.0079835,,information,,,,,,
5058178101,node,40.7180083,-74.0010263,LinkNYC,information,,,,,,
5058255017,node,40.7153021,-74.0021174,,information,,,,,,
5058255300,node,40.7135942,-74.0065577,,information,,,,,,
5067046492,node,40.7231733,-74.0022944,Dretore Gallery,gallery,,484,Broome Street,New York,NY,10013
5098756521,node,40.7206143,-73.995317,Nolitan Hotel,hotel,,30,Kenmare Street,,,10012
5122652629,node,40.7412798,-73.9873848,New York EDITION,hotel,,,,,,
5124295521,node,40.7491347,-73.9838247,U Hotel Fifth Avenue,hotel,,373,5th Avenue,,,
5136640699,node,40.7354231,-73.9900756,Old Union Square,artwork,,,Union Square East,,,
5166579821,node,40.74121,-74.0067195,Ground Zero Museum Workshop,museum,,,,,,10014
5187017438,node,40.8065824,-73.9497363,Apollo Hotel,hotel,,2027,Adam Clayton Powell Jr. Boulevard,New York,NY,10027
5190610589,node,40.7483271,-73.9856549,NY Skyride,attraction,,350,5th Avenue,New York,NY,10118
5208733071,node,40.703077,-74.0084183,,viewpoint,,,,,,
5213820829,node,40.7591163,-73.9814519,McGraw-Hill Sun Triangle,artwork,,,,,,
5213998223,node,40.740586,-74.0081171,Free Public Stargazing,viewpoint,,,,,,
5214014521,node,40.7725562,-73.9835751,Free Public Stargazing,attraction,,,,,,
5215246721,node,40.7174626,-74.0056679,Textile building,attraction,,,,,,
5228777783,node,40.7528306,-73.9858447,Residence Inn Manhattan/Times Square,hotel,,1033,Avenue of the Americas,New York,NY,10018
5243566395,node,40.7258697,-73.9987948,Bust of Sylvette,artwork,,,,,,
5258640021,node,40.7549459,-73.991113,The Ride,attraction,,,,,,
5265708147,node,40.7448844,-73.9999695,Colonial House,hotel,,318,West 22nd Street,,,
5265714964,node,40.7179792,-74.0049073,The Print Room,gallery,,89,Franklin Street,,,
5265730260,node,40.7404273,-73.9845484,,artwork,,,,,,
5272797221,node,40.750036,-73.9958068,SLA 307,artwork,,,,,,
5281947323,node,40.7453075,-73.9815115,The Marmara,hotel,,112,East 32nd Street,,,
5281963249,node,40.7432835,-73.9900361,Heritage Hotel,hotel,,18,West 25th Street,,,
5290920621,node,40.7975494,-73.9503785,Ergie,apartment,,21,Central Park North,,,
5296021049,node,40.8306967,-73.9416361,St Nicholas Hotel,hotel,,889,Saint Nicholas Avenue,,,
5296084264,node,40.8304543,-73.941171,Sugar Hill Children's Museum of Art and Story Telling,museum,,898,Saint Nicholas Avenue,,,10032
5341573917,node,40.760432,-73.9897411,The French Quarters Guest Apartments,hotel,,346,West 46th Street,,,10036
5347662822,node,40.8348393,-73.9397021,Sylvan Terrace,viewpoint,en:Sylvan Place,,,,,
5347726122,node,40.7859179,-73.9849146,,viewpoint,,,,,,
5349369721,node,40.7730729,-73.9725019,Skate Circle,viewpoint,,,,,,
5356822882,node,40.7753172,-73.9632598,The Mark,hotel,,25,East 77th Street,New York,NY,10075
5415635153,node,40.7233254,-73.9931761,Westwood Gallery,gallery,,261,Bowery,New York,NY,10012
5415641574,node,40.721147,-73.9888546,Orchard Street Hotel,hotel,,163,Orchard Street,,,10002
5420936939,node,40.8084179,-73.947616,The Studio Museum In Harlem,museum,,144,West 125th Street,,,10027
5474022221,node,40.7602133,-73.9881913,Hotel Riu Plaza New York Times Square,hotel,,305,West 46th Street,New York,NY,10036
5486607698,node,40.7497246,-73.961392,,viewpoint,,,,,,
5509996164,node,40.7284684,-73.99882,The Renee and Chaim Gross Foundation,museum,,526,Laguardia Place,New York,NY,10012
5520364822,node,40.7104676,-74.0179145,The Upper Room,artwork,,,,,,
5520375420,node,40.7087736,-74.018369,Sitting Stance,artwork,,,,,,
5537914954,node,40.7411298,-73.992128,Bouley at Home,yes,,31,West 21st Street,New York,NY,10010
5554351995,node,40.736187,-74.0010862,Tiles for America,artwork,,,,,,
5604242522,node,40.760808,-73.9876064,The Gray Line City Sightseeing Visitor Centre,information,,,,,,
5640186350,node,40.717363,-74.002815,Mmuseumm,museum,en:Mmuseumm,4,Cortlandt Alley,,,10013
5654226941,node,40.7589481,-73.9771802,ATLAS,artwork,,,,,,
5683351246,node,40.7395776,-73.9831267,American Dream Bed & Breakfast,hostel,,168,East 24th Street,,,10010
5695142890,node,40.7949144,-73.9715855,Broadway Mall Gallery,gallery,,,,,,
5696677693,node,40.8304584,-73.9418599,Saint Nicholas Inn,guest_house,,,,,,
5709017933,node,40.8719113,-73.9188055,Asian Arts,gallery,,579,West 215th Street,,,
5747425246,node,40.72873,-73.9985805,Center for Architecture,museum,,546,LaGuardia Place,,,
5749566253,node,40.7249122,-73.9986434,Mercer Hotel,hotel,,147,Mercer Street,New York,NY,10012
5754828380,node,40.7676341,-73.9895164,Link NYC,information,,,,,,
5754828790,node,40.7682653,-73.9890617,Link NYC,information,,,,,,
5758246021,node,40.7468751,-73.9921509,Hotel Hayden,hotel,,,,,,
5763751554,node,40.7611131,-73.9739449,Anton Kern Gallery,attraction,,,,,,
5789576235,node,40.700273,-73.9994769,,viewpoint,,,,,,
5789577452,node,40.6994832,-73.9999673,,viewpoint,,,,,,
5796751154,node,40.7535849,-73.9848031,Nikola Tesla Corner,information,,,6th Avenue,,,10018
5798643423,node,40.825813,-73.9485289,,hotel,,515,West 145th Street,New York,NY,10031
5801872753,node,40.7074576,-74.0064548,Four Points by Sheraton,hotel,,6,Platt Street,,,
5804901025,node,40.7159879,-74.0073387,Duane Street Hotel,hotel,,182,Duane Street,,,
5813555226,node,40.8172422,-73.9586445,Miriam and Ira D. Wallach Art Gallery,gallery,,615,West 129th Street,New York,NY,10027
5844051585,node,40.7590344,-73.9793952,Top of the Rock,viewpoint,,30,Rockefeller Plaza,New York,NY,
5849724991,node,40.7650644,-73.9838591,Spyscape,attraction,,,,,,
5897336985,node,40.7538804,-73.9874097,Golda Meir,artwork,en:Bust of Golda Meir,,,,,
5911756385,node,40.8061378,-73.94739,Greenâs house,apartment,,,,,,
5919381986,node,40.7144127,-73.9981498,Bloody Angle,attraction,,,,,,
5919906699,node,40.7269555,-73.9926816,Eric Firestone Gallery,gallery,,40,Great Jones Street,,,10012
5927576885,node,40.7319686,-73.9986093,Hangman's Elm,attraction,,,,,,
5927588585,node,40.7337057,-73.9964593,Mark Twain House,attraction,,,,,,
5941231085,node,40.7932038,-73.9480796,Graffiti Hall of Fame,gallery,,,,,,
5941231087,node,40.7344122,-73.9903291,Metronome,artwork,en:Metronome (public artwork),,,,,
5964504985,node,40.7837563,-73.9794091,Hammer Boy,artwork,,,,,,
5964505085,node,40.7292262,-73.9838341,Michael Jackson Mural,artwork,,,,,,
5964505185,node,40.7516982,-73.9723132,Roy Lichtenstein,artwork,,,,,,
5964505285,node,40.7222725,-73.9900004,Stop Guns,artwork,,,,,,
5964505385,node,40.7446001,-74.0060707,Gandhi and Mother Teresa,artwork,,,,,,
5967511486,node,40.7035295,-73.9952975,,viewpoint,,,,,,
5976417987,node,40.6931365,-74.0196818,,viewpoint,,,,,,
5981269523,node,40.8564265,-73.9298867,Sidewalk Flowers,artwork,,,,,,
6013503382,node,40.7466304,-73.984595,Avalon Hotel,hotel,,,,,,
6030762121,node,40.7208594,-74.0042677,Sheraton,hotel,,,,,,
6035120505,node,40.7396591,-74.0028554,Museum of Illusions,museum,,77,8th Avenue,,,
6052834698,node,40.7591424,-73.9796681,NBC Studios,attraction,,,,,,
6052834699,node,40.7257692,-74.0054309,Color Factory,attraction,,251,Spring Street,New York,NY,10013
6100997485,node,40.7173755,-73.999292,Explore Chinatown Information Kiosk,attraction,,,,,,
6126960408,node,40.7491463,-73.968794,Single Form,artwork,,,,,,
6149249429,node,40.7213374,-73.9857428,Vladimir Lenin,artwork,,178,Norfolk Street,New York,NY,10002-1013
6150552527,node,40.7643867,-73.9631097,The Gardens Sonesta ES Suites,hotel,,215,East 64th Street,New York,NY,10065
6150564513,node,40.7561485,-73.9708905,The Fifty Sonesta Select,hotel,,155,East 50th Street,New York,NY,10022
6150575536,node,40.7484427,-73.9780562,The Shelburne Sonesta,hotel,,303,Lexington Avenue,New York,NY,10016
6163555085,node,40.7133544,-74.0068703,Site of the Beach Pneumatic Subway,attraction,,1,Murray Street,,,
6206843185,node,40.773329,-73.9656246,Archibaldâs Townhouse,attraction,,,,,,
6222196494,node,40.7257629,-73.9937321,ZÃ¼rcher Studio,gallery,,33,Bleecker Street,,,10012
6223478867,node,40.8090212,-73.9479293,Higher Ground,artwork,,,,,,
6225327081,node,40.7258135,-73.9795215,Theresa Byrnes,gallery,,616,East 9th Street,,,
6231307187,node,40.7117446,-73.9961249,SLEEPCENTER,gallery,,9,Monroe Street,New York,NY,10002
6231307189,node,40.7117466,-73.9956636,Essex Flowers Gallery,gallery,,19,Monroe Street,New York,NY,10002
6231514599,node,40.713402,-73.9912954,FIERMAN,gallery,,127,Henry Street,New York,NY,10002
6233607285,node,40.7196295,-73.9887194,Con Artist Collective,gallery,,119,Ludlow Street,New York,NY,10002
6233954066,node,40.7196517,-73.9892959,Perrotin New York,gallery,,130,Orchard Street,New York,NY,10002
6236928048,node,40.7194926,-73.9899366,Sago Hotel,hotel,,120,Allen Street,New York,NY,10002
6236928057,node,40.7200826,-73.990232,bitforms gallery,gallery,,131,Allen Street,New York,NY,10002
6244980517,node,40.8126196,-73.9621121,General Daniel Butterfield,artwork,,,,,,
6245004725,node,40.809011,-73.9622465,Reclining Woman,artwork,,,,,,
6245012132,node,40.8074792,-73.9604879,"Three-Way Piece, No. 1: Points",artwork,,,,,,
6246450385,node,40.6888438,-74.0446421,,viewpoint,,,,,,
6256784609,node,40.7191881,-73.9911739,James Fuentes LLC,gallery,,55,Delancey Street,,,
6259917258,node,40.8074652,-73.9635685,Thomas Jefferson,artwork,en:Statue of Thomas Jefferson (Columbia University),,,,,
6261902489,node,40.7190232,-74.0036388,Alexander and Bonin,gallery,,47,Walker Street,,,
6261904041,node,40.7191189,-74.0016688,,information,,,,,,
6262714386,node,40.7565163,-73.984341,hotel mela,hotel,,,,,,
6271960188,node,40.7542354,-73.9880814,The Garment Worker,artwork,,,,,,
6281938397,node,40.7139131,-73.9899544,Reena Spauldings Fine Art,gallery,,165,East Broadway,,,
6285350420,node,40.748353,-74.0052494,HG Contemporary,gallery,,527,West 23rd Street,New York,NY,10011
6288548793,node,40.7190209,-74.0016678,Soho Garden Hotel,hotel,,276,Canal Street,,,
6306418442,node,40.7432746,-73.9728127,Spot,artwork,,,,,,
6309444106,node,40.7082719,-74.0136192,Courtyard New York Downtown Manhattan/World Trade Center Area,hotel,,100,Greenwich Street,New York,NY,10006
6318314034,node,40.7167838,-73.9971521,186f Kepler,gallery,,171,Canal Street,,,
6330243003,node,40.7142105,-73.9971129,Confucius,artwork,,,,,,
6348108284,node,40.7617344,-73.9813076,Young Elephant (1985),artwork,,,,,,
6348108485,node,40.7613635,-73.9796441,,artwork,,,,,,
6348108486,node,40.7617457,-73.9793636,,artwork,,,,,,
6389740021,node,40.7136613,-73.9879416,New Collectors Gallery,gallery,,191,Henry Street,New York,NY,10002
6401458888,node,40.7596545,-73.9829247,Paparazzi Dogman and Rabbitwoman,artwork,,,6th Avenue,,,
6409636462,node,40.7152082,-73.9916144,Chinatown Soup,gallery,,16B,Orchard Street,,,10002
6417061185,node,40.7201441,-73.9889614,Empirical Nonsense,gallery,,87,Rivington Street,,,
6436744368,node,40.7546734,-73.9853284,The Guardians: Superhero,artwork,,,,,,
6450762257,node,40.7485889,-73.9767878,Novo,apartment,,,,,,
6456605729,node,40.771792,-73.9825535,Dante Alighieri,artwork,en:Dante Park,,,,,
6469210527,node,40.7720828,-73.982462,Time Sculpture,artwork,,,,,,
6478419609,node,40.7224564,-73.9841125,Karma Gallery,gallery,,188,East 2nd Street,,,
6478990685,node,40.7629019,-73.9825076,,information,,,,,,
6479506185,node,40.7097904,-74.0138914,Club Quarters Hotel at World Trade Center,hotel,,140,Washington Street,New York,NY,10006
6481772610,node,40.7257313,-73.9778791,Museum of Reclaimed Urban Space,museum,,155,Avenue C,,,
6511898056,node,40.8188292,-73.9446254,Faction Art Projects,gallery,,2602,Frederick Douglass Boulevard,New York,,10030
6564006743,node,40.7584977,-73.9932281,The Pod Times Square,hotel,,400,West 42nd Street,New York,,10036
6572307052,node,40.7709814,-73.9953215,Private Passage,artwork,,,,,,
6572519247,node,40.7397282,-74.0028849,Life Underground,artwork,en:Life Underground,,,,,
6595542372,node,40.7249615,-73.9830825,Sixth Street Haunted House,gallery,,516,East 6th Street,,,
6596032786,node,40.745807,-74.0070327,David Zwirner,gallery,en:David Zwirner Gallery,525,West 19th Street,New York,NY,10011
6611254406,node,40.7559916,-73.9812639,Club Quarter HÃ´tel,hotel,,,,,,
6615272826,node,40.7571139,-73.9812965,The Hotel @ Times Square,hotel,,59,West 46th Street,,,10036
6621617753,node,40.7351784,-73.9937187,,picnic_site,,,,,,
6622078088,node,40.8086259,-73.9443965,Taste Harlem Tour,attraction,,,,,,
6702620776,node,40.7524506,-73.9829743,Park Terrace Hotel,hotel,,,,,,
6724492682,node,40.7265986,-73.992545,La MaMa Galleria,gallery,,47,Great Jones Street,New York,NY,10012
6732642780,node,40.7292292,-74.0063931,,artwork,,,,,,
6732642781,node,40.7289629,-74.0064357,,artwork,,,,,,
6746784455,node,40.7871002,-73.9699793,International Student Center,hostel,,,,,,
6772798085,node,40.7710885,-73.98257,David Rubenstein Atrium,information,,1887,Broadway,New York,NY,10023
6799248315,node,40.8010754,-73.9387708,,artwork,,,,,,
6799248318,node,40.8035266,-73.9361148,,information,,,,,,
6804416830,node,40.808926,-73.9620013,Scholars' Lion,artwork,,,,,,
6821701104,node,40.7504131,-73.96624,Let Us Beat Swords Into Ploughshares,artwork,,,,,,
6821846246,node,40.8036855,-73.9580124,Lafayette and Washington,artwork,,,,,,
6852303846,node,40.7506105,-73.9775762,The AKC Museum of the Dog,museum,,,,,,
6910684112,node,40.7188203,-73.992177,Derek Eller Gallery,gallery,,,,,,
6912871515,node,40.8017808,-73.9703,,artwork,en:Shinran#Statue,,,,,
6920147490,node,40.7059512,-74.0012319,,viewpoint,,,,,,
6920873880,node,40.7772279,-73.9633224,,artwork,,,,,,
6937215658,node,40.7717951,-73.9676741,,artwork,,,,,,
6938593585,node,40.7216444,-73.9883116,Jump into the Light VR Arcade,attraction,,,,,,
6939916259,node,40.716686,-73.9953975,Manhattan Bowery Lodge,hostel,,,,,,
6946750323,node,40.7157859,-73.9999353,Sen Yat-sen,artwork,,,,,,
6949759085,node,40.7232522,-74.0007008,King of Green Street,attraction,,72,Greene Street,,,
6949759185,node,40.7211776,-74.0024475,Queen of Green Street,attraction,,28,Greene Street,,,
6949759186,node,40.7241263,-73.9981638,Little Singer Building,attraction,,561,Broadway,,,
6952238884,node,40.7043797,-74.0163813,Giovanni Da Verrazzano,artwork,,,,,,
6957709102,node,40.8000754,-73.9446495,,information,,,,,,
7004367801,node,40.8054805,-73.9655265,LinkNYC,information,,,,,,
7004367803,node,40.8059316,-73.9650795,LinkNYC,information,,,,,,
7004416667,node,40.8080468,-73.9642091,,information,,,,,,
7004437714,node,40.8073257,-73.9646342,,information,,,,,,
7004437717,node,40.806775,-73.965135,,information,,,,,,
7004462866,node,40.80752,-73.9644811,,information,,,,,,
7022675225,node,40.7961438,-73.9709366,Link NYC,information,,,,,,
7022675227,node,40.8024609,-73.9681639,Link NYC,information,,,,,,
7022675228,node,40.7990521,-73.9688155,Link NYC,information,,,,,,
7041713696,node,40.7648187,-73.966827,Society of Illustrators,museum,,128,East 63rd Street,New York,NY,10065
7041755317,node,40.776362,-73.9559485,,information,,,,,,
7058463063,node,40.7046735,-74.0139984,Exploring Lower Manhattan,information,,,,,,
7065533343,node,40.7946026,-73.9698264,LinkNYC,information,,,,,,
7078649959,node,40.7284273,-73.9851727,East Village Hotel,hotel,,147,1st Avenue,New York,NY,10003
7079510487,node,40.7656726,-73.9700902,,hostel,,692,Madison Avenue,,,
7079516085,node,40.76568,-73.9701137,,hotel,,692,Madison Avenue,,,
7093539285,node,40.749167,-73.9893438,Zerospace,artwork,,,,,,
7096788484,node,40.7508783,-73.9675707,Sphere Within Sphere,artwork,en:Sphere Within Sphere,,,,,
7097820975,node,40.7086413,-74.0095235,Federal Reserve Bank of New York,information,,,,,,
7098491803,node,40.7290786,-73.9867283,Art+Ray,gallery,,305,East 9th Street,New York,NY,10003
7123476610,node,40.7740245,-73.9639987,,gallery,,958,Madison Avenue,,,
7123476613,node,40.7697219,-73.9667034,Link NYC,information,,,,,,
7123476619,node,40.7745247,-73.9637532,Link NYC,information,,,,,,
7125229785,node,40.7163942,-73.9988982,78-80 Mulberry Street,apartment,,,,,,
7125399101,node,40.8019452,-73.9570629,Link NYC,information,,,,,,
7134303419,node,40.779537,-73.9599613,Link NYC,information,,,,,,
7134303420,node,40.7681038,-73.9683955,Link NYC,information,,,,,,
7134303439,node,40.7704866,-73.9665929,Link NYC,information,,,,,,
7136857066,node,40.7319635,-73.9850377,LinkNYC,information,,,,,,
7137329352,node,40.7375262,-73.9728642,,picnic_site,,,,,,
7137329354,node,40.7372051,-73.9727771,,picnic_site,,,,,,
7137329360,node,40.7376248,-73.9727154,,picnic_site,,,,,,
7137345511,node,40.7322701,-73.9737469,,picnic_site,,,,,,
7137345520,node,40.7314227,-73.9736366,,information,,,,,,
7137345546,node,40.7323009,-73.9738214,,information,,,,,,
7152625885,node,40.7238654,-73.9979055,Museum of Ice Cream,museum,,558,Broadway,,,
7181779686,node,40.7424478,-74.0091644,Pier 55,attraction,,55,Hudson River Greenway,New York,NY,
7192316158,node,40.7283124,-73.990224,Penn Station Eagle,artwork,,,,,,
7192316159,node,40.750175,-73.9915562,Penn Station Eagle,artwork,,,,,,
7192316160,node,40.7494716,-73.9920706,Penn Station Eagle,artwork,,,,,,
7202313185,node,40.7202849,-73.9968262,Audrey Hepburn,artwork,,,,,,
7207157866,node,40.7475882,-73.9771687,Oakwood Furnished Apartments,apartment,,,,,,
7208978577,node,40.7052004,-74.017992,,artwork,,,,,,
7208978997,node,40.7053192,-74.0180747,,artwork,,,,,,
7214177977,node,40.7687861,-73.9817311,,artwork,,,,,,
7245730436,node,40.8631512,-73.9331465,,viewpoint,,,,,,
7245784643,node,40.8644911,-73.9327956,,viewpoint,,,,,,
7246038804,node,40.8607217,-73.9320779,,viewpoint,,,,,,
7246038807,node,40.8613369,-73.932043,Columnade,artwork,,,,,,
7254138685,node,40.7592053,-73.9848962,TKTS Viewpoint,viewpoint,,,,,,
7298030172,node,40.7731831,-73.9836819,Reclining Figure,artwork,en:Reclining Figure (Lincoln Center),,,,,
7310660014,node,40.7847007,-73.9587533,,picnic_site,,,,,,
7335512397,node,40.7043284,-74.0082096,,artwork,,,,,,
7357111122,node,40.7726059,-73.9824536,Walk NYC,information,,,,,,
7357111132,node,40.7729407,-73.9825034,Lincoln Center,information,,,,,,
7375304594,node,40.7709555,-73.9838559,,artwork,,,,,,
7375304602,node,40.7710073,-73.9837784,,artwork,,,,,,
7375304611,node,40.7709561,-73.983767,,artwork,,,,,,
7375974760,node,40.7713399,-73.9855947,Peter the Fisherman,artwork,,,,,,
7377084852,node,40.7692289,-73.9738116,,information,,,,,,
7415479526,node,40.7468137,-73.982336,Hilton Garden Inn Midtown Park Avenue,hotel,,45,East 33rd Street,New York,NY,10016
7424474944,node,40.7422368,-73.9778923,,information,,,2nd Avenue,New York,,10016
7424474957,node,40.7421246,-73.9776717,,information,,,,,,10016
7424474958,node,40.7416812,-73.9779758,,information,,,,,,10016
7447541790,node,40.7898169,-73.9520721,,artwork,,,,,,
7447580897,node,40.7588807,-73.9854028,Walk NYC,information,,,,,,
7447580941,node,40.7713396,-73.9835065,Lincoln Center,information,,,,,,
7447580942,node,40.771141,-73.9838482,Moses,artwork,,,,,,
7474716561,node,40.7712914,-73.9834071,Walk NYC,information,,,,,,
7522410085,node,40.7187368,-74.0004289,Lorca-El NiÃ±o de las Pinturas,artwork,,,,,,
7527664914,node,40.7645382,-73.9988094,Hudson River Park,information,,,,,,
7555084381,node,40.7719384,-73.9824398,,information,,,,,,
7610006696,node,40.7841722,-73.9473274,,information,,,,,,
7615599475,node,40.7727305,-73.9632895,Eleanor Roosevelt High Residence,attraction,,55,East 74th Street,,,
7618290787,node,40.771366,-73.9902725,Anya & Andrew Shiva Gallery,gallery,,860,11th Avenue,New York,NY,10019
7618591463,node,40.7841741,-73.9671975,,information,,,,,,
7618591476,node,40.7833072,-73.9676649,Seneca Village Landscape Geology,information,,,,,,
7618614932,node,40.7814867,-73.9651584,,information,,,,,,
7618620059,node,40.7782376,-73.9648086,,information,,,,,,
7620039837,node,40.8001364,-73.9449612,Link NYC,information,,,,,,
7620321361,node,40.8004112,-73.9427836,La Luz Que Sale De La Obscuridad,artwork,,,,,,
7658594642,node,40.7978152,-73.9402755,Link NYC,information,,,,,,
7658594647,node,40.7981537,-73.940037,Link NYC,information,,,,,,
7658594656,node,40.7986338,-73.9419148,,information,,,,,,
7661292933,node,40.7713068,-73.9919455,Swinging Jenny,artwork,,,,,,
7712478123,node,40.7153431,-74.0049558,Manhattan Sentinels,artwork,,,,,,
7728627828,node,40.7068884,-74.0185311,,viewpoint,,,,,,
7747395789,node,40.7592445,-73.9869234,Paramount Hotel,hotel,,,,,,
7752721125,node,40.7607017,-74.0030604,,artwork,,,,,,
7759300343,node,40.7314845,-73.9947168,13â19 University Place,information,,,,,,
7762615583,node,40.7431715,-73.9838847,,information,,,,,,
7768153644,node,40.7576183,-73.9755331,Eden Fine Art,gallery,,437,Madison Avenue,,,10017
7791984436,node,40.7706281,-73.9843383,Ram,artwork,,,,,,
7799540773,node,40.7694653,-73.9447838,Sabrina,artwork,,,,,,
7826843747,node,40.7531469,-73.9817435,,artwork,,,,,,
7826843767,node,40.7530505,-73.9816418,Fortitude,artwork,en:New York Public Library Main Branch#Fifth_Avenue_elevation,,,,,
7826843768,node,40.7528969,-73.9817494,Patience,artwork,en:New York Public Library Main Branch#Fifth_Avenue_elevation,,,,,
7868765654,node,40.7795881,-73.9539993,The Franklin,hotel,,164,East 87th Street,,,10128
7924346767,node,40.79273,-73.9355845,Tomorrow's Wind,artwork,,,,,,
7951278063,node,40.7145859,-74.0039325,,information,,,,,,
7964096060,node,40.7564165,-73.9557778,Cornell Tech Campus Directory,information,,,,,,
7964143156,node,40.755396,-73.9560488,,information,,,,,,
7964143158,node,40.7550574,-73.9564733,,picnic_site,,,,,,
7964143159,node,40.7553874,-73.9558041,Motherboard Meditation,artwork,,,,,,
7964143165,node,40.7553492,-73.956775,,information,,,,,,
7964143171,node,40.7552011,-73.956476,,information,,,,,,
7964237921,node,40.7555656,-73.9548336,,information,,,,,,
7964262536,node,40.7548594,-73.9572581,,information,,,,,,
7964276898,node,40.7548314,-73.9555759,,information,,,,,,
7964276903,node,40.7549919,-73.956077,,information,,,,,,
7964279033,node,40.7555624,-73.9556319,,information,,,,,,
7964279034,node,40.7556658,-73.9549882,,information,,,,,,
7964311486,node,40.7556875,-73.9542387,,information,,,,,,
7964311487,node,40.7557687,-73.9544969,,artwork,,,,,,
7998859635,node,40.7700736,-73.9843841,,information,,,,,,
8060623707,node,40.7174539,-74.0049014,81 Leonard Gallery,gallery,,,,,,
8062794938,node,40.7475429,-74.0075391,303 Gallery,gallery,en:303 Gallery,555,West 21st Street,New York,NY,10011
8062848586,node,40.7456759,-74.0072974,L'Space Gallery,gallery,,524,West 19th Street,New York,NY,10011
8076261683,node,40.7251309,-73.9919779,Amanita,gallery,,313,Bowery,New York,NY,10003
8086416849,node,40.7206241,-73.9655054,Crescendo,artwork,,,,,,
8146801300,node,40.7181254,-73.9976025,Italian flag painted Apartments,attraction,,,,,,
